date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:13	81413/81413	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:01%20GMT	https://nipponchemical.com.br/nitrol-rp-dry-hp/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/nitrol-rp-dry-hp/index.html	(from https://nipponchemical.com.br/higiene-pessoal/)
13:41:13	5474/5474	---M--	200	added ('OK')	image/png	etag:%22640f38f7-1562%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/ic_lagoasdetratamentos_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/ic_lagoasdetratamentos_.png	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:13	5391/5391	---M--	200	added ('OK')	image/png	etag:%22640f38f7-150f%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/ic_caixadegordura.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/ic_caixadegordura.png	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:13	82492/82492	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:01%20GMT	https://nipponchemical.com.br/nitrol-al-hp/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/nitrol-al-hp/index.html	(from https://nipponchemical.com.br/higiene-pessoal/)
13:41:13	4684/4684	---M--	200	added ('OK')	image/png	etag:%22640f38f7-124c%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/icone_tratamentodeefluentes.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/icone_tratamentodeefluentes.png	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:14	77468/77468	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:01%20GMT	https://nipponchemical.com.br/nippo-soap-body-care-blue-sense-hp/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/nippo-soap-body-care-blue-sense-hp/index.html	(from https://nipponchemical.com.br/higiene-pessoal/)
13:41:14	45008/45008	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-afd0%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_TE3.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_TE3.jpg	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Mar%202023%2016:45:02%20GMT	https://nipponchemical.com.br/?p=1697	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/index0a58.html	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:14	33389/33389	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-826d%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_TE2.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_TE2.jpg	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:15	53156/53156	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-cfa4%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_TE.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_TE.jpg	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:15	5474/5474	---M--	200	added ('OK')	image/png	etag:%22640f38f7-1562%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/Ativo-37@4x-8.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/Ativo-37@4x-8.png	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:15	36682/36682	---M--	200	added ('OK')	image/png	etag:%22640f38f8-8f4a%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/nippologic-mo-900_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/nippologic-mo-900_.png	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:15	5389/5389	---M--	200	added ('OK')	image/png	etag:%22640f38f7-150d%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/Ativo-36@4x-8.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/Ativo-36@4x-8.png	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:16	56218/56218	---M--	200	added ('OK')	image/png	etag:%22640f38f7-db9a%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/ez-920_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/ez-920_.png	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:16	82165/82165	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:03%20GMT	https://nipponchemical.com.br/nippologic-mo-900-2/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/nippologic-mo-900-2/index.html	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:16	191555/191555	---MCZ	200	added ('OK')	text/css	etag:W/%2264109ea2-2ec43%22	https://nipponchemical.com.br/wp-content/uploads/elementor/css/post-1791.css?ver=1678810786	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/elementor/css/post-17914f75.css	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:17	82437/82437	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:04%20GMT	https://nipponchemical.com.br/nippologic-ez-920/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/nippologic-ez-920/index.html	(from https://nipponchemical.com.br/tratamento-de-efluentes/)
13:41:19	248746/248746	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Mar%202023%2016:45:07%20GMT	https://nipponchemical.com.br/wp-json/wp/v2/pages/1791	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-json/wp/v2/pages/1791.json	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:19	2422/2422	---MCZ	200	added ('OK')	application/json	date:Tue,%2014%20Mar%202023%2016:45:07%20GMT	https://nipponchemical.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnipponchemical.com.br%2Ftratamento-de-pisos%2F	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-json/oembed/1.0/embedd830.json	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Mar%202023%2016:45:08%20GMT	https://nipponchemical.com.br/?p=1791	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/index639e.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:20	4259/4259	---M--	200	added ('OK')	image/png	etag:%22640f38f7-10a3%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_hotel.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_hotel.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:20	3543/3543	---M--	200	added ('OK')	image/png	etag:%22640f38f7-dd7%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_hospital.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_hospital.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:20	3878/3878	---M--	200	added ('OK')	image/png	etag:%22640f38f7-f26%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_industria.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_industria.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:20	6190/6190	---M--	200	added ('OK')	image/png	etag:%22640f38f7-182e%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/icone_tratamentodepisos.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/icone_tratamentodepisos.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:21	32980/32980	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-80d4%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_tpisos2.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_tpisos2.jpg	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:21	26636/26636	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-680c%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_tpisos3.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_tpisos3.jpg	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:21	23915/23915	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-5d6b%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_tpisos1.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_tpisos1.jpg	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:21	7406/7406	---M--	200	added ('OK')	image/png	etag:%22640f38f7-1cee%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_menor-1024x214.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/ic_higpisos_menor-1024x214.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:22	37015/37015	---M--	200	added ('OK')	image/png	etag:%22640f38f7-9097%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/GREEN-GEL_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/GREEN-GEL_.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:22	58437/58437	---M--	200	added ('OK')	image/png	etag:%22640f38f7-e445%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/NI-FLEX-450-UHS_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/NI-FLEX-450-UHS_.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:23	36465/36465	---M--	200	added ('OK')	image/png	etag:%22640f38f7-8e71%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/BLUE-GEL_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/BLUE-GEL_.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:23	82906/82906	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:10%20GMT	https://nipponchemical.com.br/ni-sept-foam_tratamento-de-pisos/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/ni-sept-foam_tratamento-de-pisos/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:23	79722/79722	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:11%20GMT	https://nipponchemical.com.br/green-gel/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/green-gel/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:23	78912/78912	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:11%20GMT	https://nipponchemical.com.br/acryflex-81/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/acryflex-81/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:23	55724/55724	---M--	200	added ('OK')	image/png	etag:%22640f38f7-d9ac%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/NIFLEX-100_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/NIFLEX-100_.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:24	79677/79677	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:11%20GMT	https://nipponchemical.com.br/leuco-clorex-133-3/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/leuco-clorex-133-3/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:24	55083/55083	---M--	200	added ('OK')	image/png	etag:%22640f38f8-d72b%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/selaflex-90_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/selaflex-90_.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:24	37112/37112	---M--	200	added ('OK')	image/png	etag:%22640f38f8-90f8%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/nippo-acidy-npc-3_-1.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/nippo-acidy-npc-3_-1.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:24	81118/81118	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:12%20GMT	https://nipponchemical.com.br/nippocryl-nv-21/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/nippocryl-nv-21/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:25	54391/54391	---M--	200	added ('OK')	image/png	etag:%22640f38f7-d477%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/jet-tex-ac-210_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/jet-tex-ac-210_.png	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:25	80180/80180	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:12%20GMT	https://nipponchemical.com.br/niflex-100-neutro/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/niflex-100-neutro/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:25	80662/80662	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:13%20GMT	https://nipponchemical.com.br/ni-flex-450-uhs/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/ni-flex-450-uhs/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
13:41:25	80792/80792	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:45:13%20GMT	https://nipponchemical.com.br/neocryl-ed-340-plus/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/neocryl-ed-340-plus/index.html	(from https://nipponchemical.com.br/tratamento-de-pisos/)
